id,name,description,title,start_date,end_date,experience_type,job_type,job_location,min_years_required,type_of_insertion,is_verified,is_verified_client,daily_hours,created_by,created_at,updated_at,resource_id,client_id,pipeline_id,Closed
174,HSBC BA Como / BO,"HSBC Paris is seeking a Business Analyst to support its FX Transformation initiatives. This role is ideal for professionals with deep expertise in FX products and operational workflows, looking to make an impact in a global financial environment. Key Responsibilities: Analyze and optimize FX processes, including execution, confirmation, settlement, reconciliation, investigation, and accounting. Work closely with stakeholders to transform and streamline GFX operations. Contribute to the implementation of effective solutions for FX system enhancements.",HSBC - business analyst - FX Commodities transformation,,,2,1,"Paris, france",,0.0,0,0,,,2024-12-22 14:29:28,2024-12-23 09:12:04,,97.0,46.0,
175,MX - Business Analyst - FO Commo,,MX - business_analyst - FO Commo,2024-12-22 14:57:00,2024-12-30 14:57:00,1,1,Paris,0.0,,0,0,0.0,,2024-12-22 14:57:17,2024-12-22 15:05:48,,86.0,39.0,
176,Natixis - Business Analyst - Loan IQ,,Natixis - Business Analyst - Loan IQ,2024-12-12 15:09:00,2024-12-12 15:09:00,1,1,Paris,1.0,,0,0,1.0,,2024-12-22 15:09:42,2024-12-22 15:29:29,,86.0,38.0,
177,CDC -  MUREX MLC,,CDC -  MUREX MLC,2024-12-22 15:18:00,2024-12-23 15:18:00,1,1,"France, Paris",0.0,,0,0,0.0,,2024-12-22 15:18:24,2025-01-07 09:30:09,,207.0,44.0,
178,Capco - Project Manager,,Capco - Project Manager,2024-12-11 15:22:00,2024-12-18 15:22:00,1,1,"Paris, france",0.0,,0,0,0.0,,2024-12-22 15:22:43,2025-02-27 12:11:42,,89.0,40.0,1.0
179,Capco - Data Manager,,Capco - Data Manager,2025-01-01 15:23:00,2026-06-22 15:23:00,1,1,"Paris, france",0.0,,0,0,0.0,,2024-12-22 15:23:45,2025-02-27 11:56:47,,89.0,41.0,
180,senior front office business analyst/developer at cacib,CACIB Support + FO Murex Business Analyst Support Front Office Corporate and Govies Desk Live Book (+Simulation) Interest Rate Curves FO Murex Business Analyst. Implementation of external prices for the Bond closing price. Consultant functional Front Office.,business analyst,2024-07-24 00:00:00,,1,1,"France, paris, 75001",,0.0,0,0,,,2024-12-22 15:37:09,2024-12-22 15:37:09,48.0,210.0,,
181,fo murex business analyst at nbad,"FO Implementation of the CO2 Contract EUA Future with delivery, Spot/Forward COM Commodity curve FO Implementation of Co-lateralized Loan Obligation Pool Factor (BSMT), Forward curve, Mortgage indices, Communication with BBG to provide expected nominal reimbursement.",business analyst,2022-02-01 00:00:00,2023-07-01 00:00:00,1,1,"United arab emirates, abu dhabi",,0.0,0,0,,,2024-12-22 15:37:09,2024-12-22 15:37:09,48.0,211.0,,
182,murex business analyst at natexis,"Projects on the FO FXO Platform. Splitting deal options inter-entity (Pretrade workflow, Etradepad). Project Front-To-Back : Diffusion of Collateral Settlement Agreement (Business Analysis and test). Project FRTB: Implementation of a structure reference linking deals between different systems (Pretrade, UDF). Extraction Market Data Structure from Murex for Market Data Warehouse.",business analyst,2020-09-01 00:00:00,2021-10-01 00:00:00,1,1,"France, paris",,0.0,0,0,,,2024-12-22 15:37:09,2024-12-22 15:37:09,48.0,212.0,,
183,it consultant at devoteam,"Due to I work at Consultancy Devoteam since 2001 and the project at SLIB was over, I came back to the Devoteam to help with some internal projects.",business analyst,2024-10-01 00:00:00,,1,1,"Portugal, lisbon",,0.0,0,0,,,2024-12-22 15:37:42,2024-12-22 15:37:42,49.0,213.0,,
184,"it consultant at slib, bnp paribas group","I worked for SLIB, BNP Paribas Group company, as a business analyst responsible for understanding and replicating the Euronext Market Risk Algorithm based on C-VAR Model (Value at Risk) for Cash and Derivatives and the BME Market Risk Algorithm based on the SPAN Model besides that some internal risk models.",business analyst,2023-03-01 00:00:00,2024-10-01 00:00:00,1,1,"Portugal, lisbon",,0.0,0,0,,,2024-12-22 15:37:42,2024-12-22 15:37:42,49.0,214.0,,
185,it consultant at bnp paribas,"I had a great opportunity to become, as business analyst, a member of one of the biggest strategic programs of BNP Paribas based on set of projects with main aim to decommission several applications (Europe and Asia Hubs) and develop new ones together teams in Switzerland, France, Singapore, Taiwan, Hong Kong, India and Portugal.",business analyst,2022-01-01 00:00:00,2023-02-01 00:00:00,1,1,"Portugal, lisbon",,0.0,0,0,,,2024-12-22 15:37:42,2024-12-22 15:37:42,49.0,167.0,,
186,personal projects small business partner,"Along this period, I decided to live in London to improve my British English skills and I had some small investments in Portugal based on the tourism sector.",business analyst,2018-01-01 00:00:00,2020-01-01 00:00:00,1,1,"United kingdom, london",,0.0,0,0,,,2024-12-22 15:37:42,2024-12-22 15:37:42,49.0,,,
187,consultant moa murex at bnp paribas cib,"Business Analyst sur l’application Murex Fixed Income (IRD, CRD/CDS) pour l’activité back office de l’entité BNP Paribas + clearing IRD (MO à Londres, BO à Lisbonne et Mumbai, Dev à Mumbai). Fonctionnement en méthode AGILE : product owner activité deliverable (cash settlement) & comptabilité trades/flows. Tâches incluent l'analyse et formalisation des besoins exprimés, la rédaction des expressions de besoins et cahier des charges pour l’équipe de développement offshore Mumbai, la rédaction des spécifications fonctionnelles et techniques pour l’équipe de développement offshore Mumbai, et l'élaboration de plans et plannings d’homologation. Projets incluent la mise en place d’une entité comptable pour Mexico Permanent Establishment, la migration v31 à v46, et l'optimisation du deliverable workflow.",business analyst,2018-12-01 00:00:00,,1,1,"France, paris",,0.0,0,0,,,2024-12-22 15:41:25,2024-12-22 15:41:25,50.0,215.0,,
188,consultant moa murex at natixis cib,"Murex est le progiciel dédié aux activités FXO et FXMM de Natixis CIB pour le FO et le MO. Fonctionnement en méthode AGILE. Tâches incluent la rédaction de documentation fonctionnelle pour les équipes de développement et support (équipes IT à Porto), l'encadrement de 3 développeurs à Porto, et les workshops de présentation des modules PNL VAR. Projets incluent le développement et paramétrages sur le progiciel Murex v3.1.33 pour les activités FXO et FXMM, le support fonctionnel users FO et MO, et la préparation à la migration de la version 3.1.33 à la version 3.1.41.",business analyst,2017-04-01 00:00:00,2018-11-01 00:00:00,1,1,"France, paris",,0.0,0,0,,,2024-12-22 15:41:25,2024-12-22 15:41:25,50.0,216.0,,
189,consultant moa murex at credit agricole cib,"Dans le cadre du centre de services Murex, MOA Murex BO et encadrement de 3 MOA. Murex est le progiciel pour les desks Bonds et Crédit (CDS) de CACIB. Tâches incluent le suivi avancé des projets équipe IT CMO à Bangalore, Bratislava et Paris, la rédaction de reportings hebdomadaires sur activité CMO pour la revue des sujets CMO et leur priorisation, et l'encadrement de 3 personnes. Projets incluent le paramétrage de pretrade rules (completion/compliance), l'envoi deals Repo, IRS et Bond aux systèmes BO depuis Mx3.1, et les reportings réglementaires.",business analyst,2016-05-01 00:00:00,2017-04-01 00:00:00,1,1,"France, paris",,0.0,0,0,,,2024-12-22 15:41:25,2024-12-22 15:41:25,50.0,217.0,,
190,market risk management reporting leader at belfius,"BELFIUS Brussels since September 2018 Market Risk Management Reporting Leader Market Risk Data Warehouse, Specific scenarios for IR CCA Curves and XVA. • XVA Sensitivity calculations. • XVA sensitivity impact calculations. • P&L Explain report. • Specific IR CCA HVaR & SVaR scenario generation. • Build a scenario Manager to handle scenario generation from Market risk data warehouse and upload the different risk factor scenarios into Murex 3.1. • Functional and technical analysis for several small projects.",business analyst,2018-09-01 00:00:00,,2,1,"Belgium, brussels",,0.0,0,0,,,2024-12-22 15:50:02,2024-12-22 15:50:02,52.0,218.0,,
191,market risk management reporting at icbc standard bank,"ICBC Standard Bank London from April 2017 to September 2018. Market Risk Management Reporting FRTB Project Standard approach Commodities, Interest Rate Derivatives, FX • Murex 3.1 Sensitivities: Fx Delta, IR Delta, Commodity Delta, Fx Curvature, IR Curvature, Commodity Curvatures ,IR Vega , FX Vega, Commodity Vega • Datamart Viewer. Marketdata Viewer. Datamart Feeders, Stored Procedures, SQL Feeder • Var Reports. • Control-M Scheduler",business analyst,2017-04-01 00:00:00,2018-09-01 00:00:00,1,1,"United kingdom, london",,0.0,0,0,,,2024-12-22 15:50:02,2024-12-22 15:50:02,52.0,219.0,,
192,market risk management reporting leader at national bank of canada,"NATIONAL BANK OF CANADA Montreal from August 2015 to April 2017 Market Risk Management Reporting Leader Value at Risk Implementation on Murex 3.1 and MxG2000 2. 11, Murex VaR Implementation Commodities, Interest Rate Derivatives, Equity derivatives, Credit derivatives • Murex Architecture • Market data extraction from Murex2.11 using SQL • Upload Historical VaR Scenarios using Time series Market data and Standards Murex VaR Report within Murex 3.1 platform • Export Historical VaR Scenarios from Murex 3.1 platform and upload them in Murex 2.11 platform. • P&L Vectors generation using Standards Murex VaR Report within Murex 2.11 platform. • P&L Vectors generation using MRB module within Murex 3.1 platform. • Upload PL Vectors generated in Murex 2.11 platform in MRA within Murex 3.1 platform. • Reconciliation Scenarios Murex 3.1 Versus Scenarios Murex 2.11. • Murex Historical VaR Scenarios and PL vectors dedicated database setup. • PL Vectors Parallelisation. Interface Murex 2.11 PL Vectors",business analyst,2015-08-01 00:00:00,2017-04-01 00:00:00,2,1,"Canada, montreal",,0.0,0,0,,,2024-12-22 15:50:02,2024-12-22 15:50:02,52.0,220.0,,
193,murex consultant,"Prosper has 25 years in Investment Banking and 15 years experience as MUREX integrator (datamart and market data specialist), administrator and support, dba sybase and unix sun solaris specialist. He worked both for Murex Equity and Murex IRD but principally for fxo and fxmm. His experiences also enabled him to get a deep knowledge of the Front to Back Office process.",database administrator,,,2,1,,,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,221.0,,
194,cacib paris,Sept 2021-Today Cacib Paris regulatoty reporting for CFTC from murex fco decomission of murex to OT,database administrator,2021-09-01 00:00:00,,1,1,"France, paris",,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,222.0,,
195,hsbc-synechron team,"MARCH 2020-Jun 2021 HSBC-SYNECHRON TEAM Migration from Murex 2.1 solaris to Murex 31 linux, reporting team for the migration of all the mreport and datamart extraction.bau on the mxml workflow.migration of the formula, regression tests with mxtest",database administrator,2020-03-01 00:00:00,2021-06-01 00:00:00,1,1,"United kingdom, london",,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,97.0,,
196,credit agricole,"Nov 2017-MarCH 2020 Credit Agricole datamart, mreport, optimisation, regulatory reporting, support 2nd level mxml support, interfaces bau, transformation mxml to fpml.",database administrator,2017-11-01 00:00:00,2020-03-01 00:00:00,1,1,"United kingdom, london",,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,223.0,,
197,lch clearnet,"Aug 2016-31 Oct 2017 Lch Clearnet new software dev around murex: Swapagent all the reports, reconciliation and feeder to send to the datawarehouse srs, modification of the workflow All the risk, sensi and sim sensi reports for the risk team",database administrator,2016-08-01 00:00:00,2017-10-31 00:00:00,1,1,"United kingdom, london",,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,224.0,,
198,nordlb,"FEB 2016-August 2016 NORDLB migration all the reports and reconciliation done mreport to the datamart of murex for the capgemini team Plvar, var, sensi and PNL reports for the luxembourg entity",database administrator,2016-02-01 00:00:00,2016-08-31 00:00:00,1,1,Luxembourg,,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,225.0,,
199,banorte,Sept 2015-Jan 2016 BANORTE migration all the reports and reconciliation done in kondor to the datamart of murex for the accenture team migration.evolution of the architecture and the end of day due to this new scope on murex,database administrator,2015-09-01 00:00:00,2016-01-31 00:00:00,1,1,Mexico,,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,226.0,,
200,amundi finance,"Feb 2014-May 2015 AMUNDI FINANCE - Paris Datamart developments EXPERT in SQL REPORTS, SHELL, UNIX, AWK, SOLARIS, LINUX, ARCHITECTURE DATAMART DESIGN, CREATION AND MAINTENANCE",database administrator,2014-02-01 00:00:00,2015-05-01 00:00:00,1,1,"France, paris",,0.0,0,0,,,2024-12-22 15:50:19,2024-12-22 15:50:19,51.0,227.0,,
201,curricular internship at iefp - delegation of center,"IEFP - Delegation of Center - Curricular Internship. Responsibilities included fleet management, operational decisions, execution, organization and realization of the billing, and creation and organization of the company.",business analyst,2020-09-01 00:00:00,2021-01-01 00:00:00,0,1,"Portugal, coimbra, n/a, portugal",,0.0,0,0,,,2024-12-22 15:52:07,2024-12-22 15:52:07,53.0,228.0,,
202,fleet management at odysseias transportes,"Odysseias Transportes - Fleet Management. Involved in operational decisions, execution, organization and realization of the billing. Contribution to the creation and organization of the company.",business analyst,2021-01-01 00:00:00,,2,1,"Portugal, n/a, n/a, portugal",,0.0,0,0,,,2024-12-22 15:52:07,2024-12-22 15:52:07,53.0,229.0,,
203,financing analyst at natixis,"Natixis - Financing Analyst. Responsibilities included loan management, new loan utilizations, rollovers, repayments, prepayments, fees, interest rate and margin management. Also involved in refinancing and liquidity rate management, ensuring day-to-day support across all business lines (Middle Office, Accounting, Restructuring) for both new and existing credit facilities, training sessions of newcomers, and LoanIQ tool user, plus manual payments and reconciliation systems (Sysco, Plasnet, Sesame, TOGE).",data analyst,2020-12-01 00:00:00,2021-03-31 00:00:00,1,1,"Portugal, n/a, n/a, portugal",,0.0,0,0,,,2024-12-22 15:52:07,2024-12-22 15:52:07,53.0,86.0,,
204,settlement officer at bnp paribas,BNP PARIBAS - Settlement Officer. Responsible for all the payments within the Forex and Money Market trading desks. Ensured special ad-hoc demands issued by clients on executed deals were fulfilled in a timely and professional manner. Responsible for settling payments before the mandated cut-off deadlines were met.,data analyst,2021-04-01 00:00:00,2021-12-31 00:00:00,1,1,"Portugal, n/a, n/a, portugal",,0.0,0,0,,,2024-12-22 15:52:07,2024-12-22 15:52:07,53.0,167.0,,
205,credit transaction manager at bnp paribas,"BNP PARIBAS - Credit Transaction Manager. Responsibilities include performing ad-hoc reporting daily, monthly, and quarterly to monitor and control credit risk, contributing to data quality improvement for the bank, interacting with business, back office, risk entities, audit/IG, regulators, and other functions on CTM matters (corporate credit issues, permanent controls, business impact analysis, follow-up of Audit/IG recommendations), and financing deals monitoring and management in Loan IQ and other internal tools.",business analyst,2023-08-01 00:00:00,,2,1,"Portugal, n/a, n/a, portugal",,0.0,0,0,,,2024-12-22 15:52:08,2024-12-22 15:52:08,53.0,167.0,,
206,murex accounting ba (interne) at caisse des dépôts et consignations,"Phase Implémentation : Recueil des besoins auprès des métiers sur la partie Bonds (Actif et Passif), Faire le lien entre les métiers et l’éditeur Murex. Réalisation des cahiers de tests, exécution et suivi des tests (saisie et validations des deals, génération des CRE et rapports comptables), suivi des cases et weekly meeting avec l’éditeur, Formation aux utilisateurs sur les écrans Murex. Phase Support/Stabilisation : Analyse des anomalies remontées par les métiers, Résolution fonctionnelle (analyse trades, liquidation, Corporate Actions) et technique (correction datamart, règles comptables, Lookup tables…) et saisies des cases Murex, Tests des cases livrés par Murex et Tests de Non-Régression sur rapports et CRE (MX Test).",business analyst,2019-08-01 00:00:00,,2,1,"France, paris, 75002, france",,0.0,0,0,,,2024-12-22 15:52:53,2024-12-22 15:52:53,54.0,169.0,,
207,consultant murex ba / support fonctionnel fo to bo  at edf salle des marchés,"FO: Support en Salle de Marchés, configuration de Simulation Views et Layout, Analyse de P&L. MO-BO : Analyse de deals bloqués dans Workflow Murex, création de sheets pour MOP en masse via CSV import, Analyse de problèmes sur flux (netting, interfaces de paiements avec applications externes…), Problèmes sur OSP, Configuration de Market Data. Comptabilité : Création et évolution des règles comptables, Monitoring EOM et EOY (Cash Balance reinit), Projet IFRS9 : identification du besoin avec le métier, rédaction d’un cahier de tests, tests des règles IFRS9 (saisie des deals de tests, génération des écritures comptables par processing scripts, envoie des écritures comptables pour intégration PGI-SAP), reprises des données IAS/IFRS. Reporting : Création et Evolution de Datamart Reporting pour le métier, extractions SQL.",business analyst,2016-03-01 00:00:00,2019-08-01 00:00:00,2,1,"France, paris la défense, 92040, france",,0.0,0,0,,,2024-12-22 15:52:53,2024-12-22 15:52:53,54.0,230.0,,
208,consultant murex support technico-fonctionnel risk at crédit agricole cib,Analyse de problèmes des Risk Reports (VaR / SVaR / Stress-Tests) sur les produits de crédits et taux. Configuration et Utilisation des Market Risk Reports et du MRA pour des extractions spécifiques. Générations de Risk Reports (VaR / SVaR) via Control-M / Unix pour divers projets (Recalibration SVaR).,business analyst,2014-10-01 00:00:00,2015-10-01 00:00:00,1,1,"France, paris la défense, 92040, france",,0.0,0,0,,,2024-12-22 15:52:53,2024-12-22 15:52:53,54.0,217.0,,
209,consultant murex support fonctionnel fo to bo at crédit agricole cib,"FO: Support en Salle de Marchés pour le Desk Monétaire (Bond Repos / CP) configurations trading pads, simulations, blotters et Reporting pour les Traders et Sales. MO/BO: Trades matching (DTCC), paiements et flux, STP workflow (EAI / Omega / Calypso), Monitoring du process comptable d’arrêté de fin de mois/année (EOM / EOY). Administration Murex : Utilisateurs, Groupes, Droits, Création-Configuration-Migration de Portefeuilles.",business analyst,2012-07-01 00:00:00,2014-10-01 00:00:00,1,1,"France, paris la défense, 92040, france",,0.0,0,0,,,2024-12-22 15:52:53,2024-12-22 15:52:53,54.0,217.0,,
210,"middle office, front office support at hsbc global asset management","Contrôler la conformité des opérations traitées par le Front Office. S’assurer du matching des opérations et en assurer le dénouement. Assurer le rôle d’intermédiaire entre le Front, les dépositaires et les contreparties.",business analyst,2012-01-01 00:00:00,2012-06-01 00:00:00,0,1,"France, paris la défense, 92040, france",,0.0,0,0,,,2024-12-22 15:52:53,2024-12-22 15:52:53,54.0,231.0,,
211,murex expert - lead transversal stream,"Work as part of the Run the Bank team. Lead the transversal stream. Corrective and evolutive maintenance analysis and prioritization cross products Production support on Front to Back process including interfaces/workflows and reporting modules Ensure quality of deliveries through acceptance criteria definition and validation Design Workshop with MO/ BO users Gather users’ requirements and write business process and specifications Design the SIT/UAT test cases, execution and follow up testing with MO/BO users Initialize transition for the DevOps development lifecycle methodology Set up Agile process with scrum meeting and Jira workflow Design and implementation of a new regression testing process with MXTest Experience of Murex application, cross products (FXMM, IRD, EQD, FI), MxML, EOD, Datamart Reports, eTradePad, Workflows, Data Dictionary, Market Data, RTBS, OSP, SWIFT, GOM, STP rights for MO/BO users... Environment: MX.3, Workflows, SCRUM, DevOps, CI/CD, SWIFT, MS Project, MXTest, Squash TM.",business analyst,2019-09-01 00:00:00,,1,1,France,,0.0,0,0,,,2024-12-22 15:55:14,2024-12-22 15:55:14,55.0,232.0,,
212,client support et interface global solution implementation,"Functional design, technical mapping to integrate Murex solution into other applications and services, assess the relevance of client needs, anticipate, and address client needs with operations team. Ensure successful follow up of client cases, from notification to resolution and validation. Gather business users’ requirements. Functional design and technical mapping to integrate Murex solution into client’s business and technical environments. Perform configurations, units and SIT tests and assistance to clients during solution implementation. Migration of financial objects (trades, static data, ratings, fixings) from external systems into Murex. Analysis of the object representation in the source system, both on a technical and functional point of view. Workflows and pretrade build for a global solution (contract, event, order and exchange workflows) Work with the development team (Luxoft) to guide application suite evolution Define testing procedures Environment Management Environment: MX.3, Git, Citrix, XML, Workflow, SCRUM, SQL, Batch Processing.",business analyst,2017-06-01 00:00:00,2019-09-01 00:00:00,1,1,France,,0.0,0,0,,,2024-12-22 15:55:14,2024-12-22 15:55:14,55.0,233.0,,
213,implementation and maintenance of packaged interfaces,"Implementation and packaging of solutions for real-time interfacing and exchange of information with external systems - Affirmation: MarkitWire, Icelink, Bloomberg VCON - Matching: MarkitSERV DSMatch, MarkitSERV TradeManager - Execution: Reuters TW, TOF - Regulation Reporting: DTCC GTR, REGISTR, FpML - Reference Data: BSMT, Markit Credit Tasks: MxML Interfaces design, build and development (multiple Execution, Trading, Clearing and matching platforms) Ensure successful follow up of client cases, from notification to resolution and validation Design client requirements and test scenarios Migration of all kinds of financial objects (trades, static data, ratings, fixings) from external systems into Murex. Analysis of the object representation in the source system, both on a technical and functional point of view. Integration in Murex of these objects. Defined and executed the tests scenarios. Writing Business and Technical requirement documents. Environment Management Environment: Mx.3, Git, Citrix, XML, Agile, Workflow, SQL, Scripting.",business analyst,2013-01-01 00:00:00,2017-06-01 00:00:00,1,1,France,,0.0,0,0,,,2024-12-22 15:55:14,2024-12-22 15:55:14,55.0,233.0,,
214,contribution into mxpress with integration data flows team,"Successfully delivered a statics AnyToXml/MXpress documentations which was merged into the official KB tree under Mx Official Doc v3.1 Tasks: Reviewing large scope of trade type of AnyToXml/MXpress import formulae using events: Ensuring events which generate new trade works correctly Working on typologies based AnyToXml mapping documentation and sample files (csv and flat xml functional samples) The scope covered trades, events and statics import workflow. Large scope of products covering FXMM, CRD, EQD, Security Finances, Fixed Income The scope provides functional sample files to be imported with Generic Import Workflows. It covers GUI mapping with xml tag, sample files, import guide and technical pre-requisites. Used the following MX.3 functionalities Workflows build to manage the import/export of the deal cross products Build of MxMLExchange data dictionary formulae General monitoring of the MX.3 services Trades and events booking Static data management Design and executed the tests scenarios Environment: Mx.3, Git, Citrix, XML, MxML, Workflow.",business analyst,2012-07-01 00:00:00,2013-01-01 00:00:00,1,1,France,,0.0,0,0,,,2024-12-22 15:55:14,2024-12-22 15:55:14,55.0,233.0,,
215,outsourcing project to build confirmation and swift messages for murex mx,"Successfully delivered an outsourcing project to build confirmation messages for Murex MX.3 Tasks: The scope covered paper confirmations, swift messages, and events confirmations Large scope of products covering rate derivatives, equities, credit derivatives and commodities Performed the build of confirmations from end to end with high autonomy and low level of initial requirements from Murex Applied an Agile methodology (SCRUM) with the Murex team (BO Sales) to execute and follow-up the project Reached all the targeted KPIs: Time, budget and quality Used the following MX.3 functionalities Workflows build to manage the import/export of the MxML messages Build of MxMLExchange data dictionary formulae General monitoring of the MX.3 services Trades and events booking Static data management Defined and executed the tests scenarios. Static data management Environment: Mx.3, Git, Citrix, XML, MxML, SWIFT, AGILE.",business analyst,2012-01-01 00:00:00,2012-07-01 00:00:00,1,1,Murex,,0.0,0,0,,,2024-12-22 15:55:14,2024-12-22 15:55:14,55.0,234.0,,
216,r&d consultant,"Software development at Cassiopae front-to-back loan and leasing software solution Tasks: Part of the maintenance and development team Perform different configurations, tests Environment: Java / J2EE (JSF Framework, Spring), Oracle PL / SQL, Web Services SOA, Agile",backend developer,2011-01-01 00:00:00,2012-01-01 00:00:00,1,1,Not specified,,0.0,0,0,,,2024-12-22 15:55:14,2024-12-22 15:55:14,55.0,235.0,,
217,murex consultant,"Murex upgrade from version v41 to v52
Main achievements:
Validation of risk metrics in the new version v52: pnl, plvar, sensitivities and stress tests (mra/mrb, udrm, datamart, simulation, viewer, market data)
Cases follow-up with Murex, EOD follow-up with Support team
Migration of Murex database Sybase to Oracle
Main achievements:
Validation of risk metrics: pnl, plvar, sensitivities and stress tests
Validation of trade insertion (flex and native trades), events, e-tradepad, market data
Shocks recalibration of no modelisable risk factor and follow-up on Orchestrade projects
Main achievements:
Implementation of non modelisable risk factors recalibration shocks
Provide follow-up on Orchestrade projects for risk teams(curves enhancements, migration Murex Credit to Orchestrade)
FRTB implementation Murex/Internal library(pricing services) on Forex perimeter
Implementing Murex pricing using the internal library (pricing service)
Provide Murex extraction needed to implement FRTB(Market data, risk factor, market data dependencies..)
Book transfer of about 2400 positions live in Murex
Proceed to the book transfer of about 2400 positions live
Rebalance the cash between books source/destination after the transfer
Various risk, pnl enhancements in Murex
Handling all enhancements required by Risk and PnL departments in Murex (new products, daily reporting, feeder, dynamic table, sell down, risk factors, trades descriptions, market data, plvar)
Validation of plvar results for new products integrated in Murex and review all effects defined in the plvar used for back-testing of the VAR
Realize the support in Murex application about all other aspects (gateway to downstream, trade mirroring, pricing, simulation, new extraction, events, fixing…)
Reorganizing the EOD processes and split all reporting (sensitivities, trades descriptions, plvar) by Business Line (to improve performance and to avoid processes instabilities)
Working on UDRM module to provide sensitivities with finite difference
Plvar and sensitivities validations on FXMM products
Provide assistance to Santander on plvar validation (instruments CS, FWD, NDF, FX Swap, IRS, Repo, LFUT..) and sensitivities related to basis curves
Validation of Murex computation pnl, sensitivities, plvar for IRS with compounded indexes
Handling a large Santander requests related to sensitivities, plvar and pnl computation
Others key topics covered during this role
Assistance about Murex Application for all Santander entities on:
Murex components: simulations, e-tradepad, daily blotter, risk matrices, dynamic tables, plvar and sensitivities settings
Murex procedures: fixing procedure, EOD processes, consolidation, logical purge, events.
Settings and parameterization: open repo deals, compounded indexes, general setting, simulation setting, scanner template…
Identify bugs raised by Santander:
Confirm bugs raised by Santander in a higher version Murex and identify the root cause
Provide a possible workaround
Raise bugs internally, test and validate bug’s corrections developed
Enhancements on PnL explanation application for FX, IRD and Equity products
Implementation of new effects for FX products: Gamma Fx, FX Smile, static effects related to MOP
Implementation of new effects: New Gamma rate, Delta Yield and variation prices effects for bonds
Enhancements related to equity sensitivities integration in PnL Application (Delta, rho repo…) and implementation of new effects related to correlation, dividend, repo sensitivities for equity
Enhancements of pnl explain reporting by risk axes and currency
PnL explain by sensitivities versus reevaluation method
Establish a matching between the pnl explain effects and reevaluation effects
Develop a tool for product control team comparing the result of pnl explain and the reevaluation method trade by trade
Monitoring and follow-up risk and pnl subjects in Murex
Lead workshops with risk managers on pnl and risk projects
Validate requirements of end users, provide specification and follow development with technical teams
Projects realized during this role
Various enhancements and new reports related to pnl breakdown, sensitivities, plvar…
Developing a yearly global report of financed cash flows for accounting team
Provide a monthly pnl impact of using OIS curves to discount collateral trades
Various tests to validate new products in Murex (Fx swap, bonds agencies…)
Various enhancements about an automatic bonds creation tool
Create new settings in pnl application about closing Asia
Identify processes impacted by closing Asia in order to adapt them
Create new feeds for market data Asia, request new sensitivities and pnl
Test and validate with FO and product control team the impact of using the closing Asia on Asia books
Transform the integration process on a multi-thread process
Integrate the equity perimeter in Risk Pro
Support and reporting enhancement tasks
Administration and production monitoring
Following current enhancements
Creating new reporting and new feeds",business analyst,,,1,1,,,0.0,0,0,,,2024-12-22 15:55:56,2024-12-22 15:55:56,57.0,236.0,,
218,murex business analyst - fo and market risk - freelance with algofi,"Validation of Performance module. Validate Performance results for 2023 on Bonds, IRS and OPCVM. Spec, Build in CI and Test Evolutions on Simulation views, PL Var Tool, Processing scripts, Datamart, Extractions, Market Risk Aggregator views and scripts, Portfolio tree, Benchmark configuration.",business analyst,2023-01-01 00:00:00,2024-03-01 00:00:00,1,1,"France, paris, 75000, france",,0.0,0,0,,,2024-12-22 15:56:15,2024-12-22 15:56:15,56.0,237.0,,
219,murex business analyst - fo and market risk - freelance with teamtek,"Murex Implementation Project in SAFe agile mode. Lead implementation on Market Risk for a Gas & Power activity. Handle implementation project for Regulatory Initial Margin Backtesting. Write specs and follow up interface work from Murex to 20 Downstream risk systems (BOP, Susanoo, Madonne, HORUS, Risk Metrics, Tsukoyumi). Configure Stress Test, Sensitivity & PL Var views. Run functional reconciliation including a Murex upgrade from v3.1.41 to v3.1.52. Elaborate approximation formula for Off-Peak Scenarios (from Peak and Base).",business analyst,2022-01-01 00:00:00,2022-12-31 00:00:00,1,1,"France, paris, 75000, france",,0.0,0,0,,,2024-12-22 15:56:15,2024-12-22 15:56:15,56.0,86.0,,
220,apex & orchestrade business analyst - freelance with teamtek,"PnL Analyst on TRS, FX swaps, Repos. Analyses P&L jumps on Apex and Orchestrade and triggers corrective actions, such as bug fixes, market data and static data configuration, business processes. 200 incidents analyzed, 70 roadmap items raised, 15 wiki pages created.",business analyst,2021-01-01 00:00:00,2021-12-31 00:00:00,1,1,"France, montrouge, 92120, france",,0.0,0,0,,,2024-12-22 15:56:15,2024-12-22 15:56:15,56.0,217.0,,
221,founder - art de l’ecoute,"Collaborative Communication Facilitator. Facilitate 150 trainings for Air France, Polytechnique, Université Paris-Descartes.",ceo,2018-01-01 00:00:00,2020-12-31 00:00:00,2,1,"France, orsay, 91400, france",,0.0,0,0,,,2024-12-22 15:56:15,2024-12-22 15:56:15,56.0,238.0,,
